"Sampling Amount","MaxDepth","Fault Rate"
"10","25","19.2608584195851"
"20","25","11.1249491621777"
"30","25","8.6205068363285"
"40","25","8.23215424726881"
"50","25","7.76834856413323"
"60","25","7.52771037583815"
"70","25","7.44904096330304"
"80","25","7.25742558639764"
"90","25","7.17751478865973"
