"Sampling Amount","MaxDepth","Fault Rate"
"10","25","38.898922703988"
"20","25","12.6027681773452"
"30","25","7.2911271871101"
"40","25","5.03630964304753"
"50","25","3.54698585067876"
"60","25","3.92421250870075"
"70","25","2.72108158229113"
"80","25","2.75211295580775"
