"Sampling Amount","Fault Rate"
"1","34.6506444018094"
"2","32.8299050848573"
"3","31.9655697660095"
"4","29.0095518176177"
"5","13.3153715750946"
"6","21.1466716775558"
"7","21.265918520495"
"8","2.78435115209546"
"9","20.5547165570418"
"10","3.30642419708978"
