"Sampling Amount","Fault Rate"
"1","65.64622045253"
"2","41.8025813440823"
"3","42.4936705765337"
"4","31.7985636287384"
"5","13.4880529110965"
"6","13.7207402817007"
"7","12.411886331734"
"8","12.0913442361749"
"9","11.859173082297"
"10","11.5846823441631"
"11","12.0047718753424"
"12","11.3698556586963"
"13","11.453506126854"
"14","11.1567359979587"
"15","11.3235170912831"
"16","11.3390377678386"
"17","11.2613727002669"
"18","11.4596034813787"
