"Sampling Amount","Fault Rate"
"1","49.114554054818"
"2","51.1398864302586"
"3","57.6737331858268"
"4","23.6830126814507"
"5","51.7994690815454"
"6","48.994912732411"
"7","13.0278218112193"
"8","12.7329635895948"
"9","11.5999951654469"
"10","10.7614359915596"
"11","10.8310418848848"
"12","11.8731523575588"
