"Sampling Amount","Fault Rate"
"1","5.80124246921387"
"2","4.81710912390375"
"3","4.31502627958002"
"4","3.67567361524825"
"5","4.18045200048594"
"6","5.3222782255889"
"7","5.39422404004899"
"8","5.40539387746196"
"9","5.41521013457979"
"10","5.52714023568341"
"11","5.54515161357132"
"12","5.44623770657738"
"13","5.73441778685451"
"14","5.73666320333814"
"15","5.63916939818332"
"16","4.52108760867707"
"17","3.60962654534346"
