"V1","V2","V3"
"Sampling Amount","MaxDepth","Fault Rate"
"1","25","34.6195898352393"
"2","25","32.8331477185946"
"3","25","31.3720928263893"
"4","25","30.1680518555498"
"5","25","25.7210738118712"
"6","25","23.7259519016034"
"7","25","23.0421812010483"
"8","25","21.2728713292347"
"9","25","20.7563226221117"
"10","25","19.2608584195851"
"11","25","18.9503773752963"
"12","25","19.7959965076262"
"13","25","18.1066916199665"
"14","25","16.2058819771583"
"15","25","14.8048319176054"
